scrape_date,departure_from,destination,travel_date,airline_name,stoppage,booking_before_days,duration_mins,ticket_price_bdt
01/30/25,DAC,JED,02/04/25,Saudia,0,5,460,161292
01/30/25,DAC,JED,02/05/25,IndiGo,1,6,0,136615
01/30/25,DAC,JED,02/05/25,Emirates,1,6,680,173704
01/30/25,DAC,JED,02/05/25,Saudia,0,6,460,183791
01/30/25,DAC,JED,02/06/25,Qatar Airways,1,7,1235,118704
01/30/25,DAC,JED,02/06/25,Saudia,0,7,460,157982
01/30/25,DAC,JED,02/06/25,Saudia,0,7,460,157982
01/30/25,DAC,JED,02/06/25,IndiGo,1,7,0,164280
01/30/25,DAC,JED,02/06/25,Emirates,1,7,640,185223
01/30/25,DAC,JED,02/07/25,Air Arabia,1,8,850,111681
01/30/25,DAC,JED,02/07/25,Emirates,1,8,680,157508
01/30/25,DAC,JED,02/07/25,Saudia,0,8,460,157982
01/30/25,DAC,JED,02/07/25,Saudia,0,8,460,157982
01/30/25,DAC,JED,02/08/25,IndiGo,1,9,0,134558
01/30/25,DAC,JED,02/08/25,Saudia,0,9,460,155707
01/30/25,DAC,JED,02/08/25,Emirates,1,9,680,166987
01/30/25,DAC,JED,02/09/25,IndiGo,1,10,0,131092
01/30/25,DAC,JED,02/09/25,Saudia,0,10,460,155707
01/30/25,DAC,JED,02/10/25,Biman,1,11,630,99723
01/30/25,DAC,JED,02/10/25,IndiGo,1,11,0,134616
01/30/25,DAC,JED,02/10/25,Saudia,0,11,460,155707
01/30/25,DAC,JED,02/11/25,IndiGo,1,12,0,141966
01/30/25,DAC,JED,02/11/25,Saudia,0,12,460,153425
01/30/25,DAC,JED,02/11/25,Saudia,0,12,460,153425
01/30/25,DAC,JED,02/12/25,IndiGo,1,13,0,131350
01/30/25,DAC,JED,02/12/25,Saudia,0,13,460,155707
01/30/25,DAC,JED,02/13/25,IndiGo,1,14,0,137275
01/30/25,DAC,JED,02/13/25,Saudia,0,14,460,172563
01/30/25,DAC,JED,02/14/25,IndiGo,1,15,0,111143
01/30/25,DAC,JED,02/14/25,Saudia,0,15,460,155707
01/30/25,DAC,JED,02/14/25,Saudia,0,15,460,155707
01/30/25,DAC,JED,02/15/25,Air Arabia,1,16,850,114430
01/30/25,DAC,JED,02/15/25,Gulf Air,1,16,830,137163
01/30/25,DAC,JED,02/15/25,Saudia,0,16,460,155707
01/30/25,DAC,JED,02/16/25,Air Arabia,1,17,940,118072
01/30/25,DAC,JED,02/16/25,flydubai,1,17,725,125523
01/30/25,DAC,JED,02/16/25,IndiGo,1,17,0,127676
01/30/25,DAC,JED,02/17/25,"Biman, Etihad",2,18,1180,119122
01/30/25,DAC,JED,02/17/25,IndiGo,1,18,0,123875
01/30/25,DAC,JED,02/17/25,Gulf Air,1,18,830,137163
01/30/25,DAC,JED,02/17/25,Saudia,0,18,460,155707
01/30/25,DAC,JED,02/18/25,"Biman, Saudia",1,19,0,89089
01/30/25,DAC,JED,02/18/25,"Biman, Saudia",1,19,0,106525
01/30/25,DAC,JED,02/18/25,"Biman, Saudia",1,19,0,108829
01/30/25,DAC,JED,02/19/25,Air Arabia,1,20,940,118403
01/30/25,DAC,JED,02/19/25,Air Arabia,1,20,850,120886
01/30/25,DAC,JED,02/19/25,Gulf Air,1,20,830,145441
01/30/25,DAC,JED,02/19/25,Saudia,0,20,460,165306
01/30/25,DAC,JED,02/20/25,Air Arabia,1,21,580,130452
01/30/25,DAC,JED,02/20/25,flydubai,1,21,725,135792
01/30/25,DAC,JED,02/21/25,Air Arabia,1,22,940,126082
01/30/25,DAC,JED,02/21/25,Air Arabia,1,22,850,128565
01/30/25,DAC,JED,02/21/25,Saudia,0,22,460,165306
01/30/25,DAC,JED,02/22/25,flydubai,1,23,725,125523
01/30/25,DAC,JED,02/22/25,Qatar Airways,1,23,580,135419
01/30/25,DAC,JED,02/22/25,Gulf Air,1,23,830,137163
01/30/25,DAC,JED,02/23/25,Air Arabia,1,24,675,107038
01/30/25,DAC,JED,02/23/25,Air Arabia,1,24,580,123964
01/30/25,DAC,JED,02/23/25,Qatar Airways,1,24,615,130140
01/30/25,DAC,JED,02/23/25,IndiGo,1,24,0,132499
01/30/25,DAC,JED,02/24/25,Air Arabia,1,25,850,108214
01/30/25,DAC,JED,02/24/25,IndiGo,1,25,0,117576
01/30/25,DAC,JED,02/24/25,Qatar Airways,1,25,580,129060
01/30/25,DAC,JED,02/25/25,IndiGo,1,26,0,109742
01/30/25,DAC,JED,02/25/25,Qatar Airways,1,26,995,129060
01/30/25,DAC,JED,02/25/25,flydubai,1,26,710,135694
01/30/25,DAC,JED,02/26/25,flydubai,1,27,725,125425
01/30/25,DAC,JED,02/26/25,Qatar Airways,1,27,580,129060
01/30/25,DAC,JED,02/26/25,Gulf Air,1,27,830,137163
01/30/25,DAC,JED,02/28/25,Air Arabia,1,29,940,102322
01/30/25,DAC,JED,02/28/25,IndiGo,1,29,0,120100
01/30/25,DAC,JED,02/28/25,flydubai,1,29,710,125425
01/30/25,DAC,JED,03/01/25,Air Arabia,1,30,850,121051
01/30/25,DAC,JED,03/01/25,flydubai,1,30,710,125425
01/30/25,DAC,JED,03/01/25,Oman Air,1,30,0,126879
01/30/25,DAC,JED,03/01/25,Saudia,0,30,460,131174
01/30/25,DAC,JED,03/02/25,IndiGo,1,31,0,90470
01/30/25,DAC,JED,03/02/25,Saudia,0,31,460,131174
01/30/25,DAC,JED,03/03/25,IndiGo,1,32,0,92468
01/30/25,DAC,JED,03/03/25,Air Arabia,1,32,580,113934
01/30/25,DAC,JED,03/03/25,Emirates,1,32,640,124514
01/30/25,DAC,JED,03/04/25,IndiGo,1,33,975,94862
01/30/25,DAC,JED,03/04/25,Air Arabia,1,33,580,108903
01/30/25,DAC,JED,03/04/25,Saudia,0,33,460,127095
01/30/25,DAC,JED,03/04/25,Biman,0,33,0,127850
01/30/25,DAC,JED,03/05/25,IndiGo,1,34,0,99906
01/30/25,DAC,JED,03/05/25,"Biman, Saudia",1,34,750,106319
01/30/25,DAC,JED,03/06/25,Emirates,1,35,640,116235
01/30/25,DAC,JED,03/06/25,Saudia,0,35,460,117496
01/30/25,DAC,JED,03/07/25,IndiGo,1,36,0,87947
01/30/25,DAC,JED,03/07/25,IndiGo,1,36,0,94553
01/30/25,DAC,JED,03/07/25,Qatar Airways,1,36,615,103744
01/30/25,DAC,JED,03/07/25,Saudia,0,36,460,110057
01/30/25,DAC,JED,03/07/25,Saudia,0,36,460,110057
01/30/25,DAC,JED,03/08/25,IndiGo,1,37,0,91741
01/30/25,DAC,JED,03/08/25,Biman,0,37,0,100855
01/30/25,DAC,JED,03/08/25,Saudia,0,37,460,110057
01/30/25,DAC,JED,03/09/25,IndiGo,1,38,0,85828
01/30/25,DAC,JED,03/09/25,IndiGo,1,38,0,89444
01/30/25,DAC,JED,03/09/25,Emirates,1,38,640,107836
01/30/25,DAC,JED,03/09/25,Saudia,0,38,460,110057
01/30/25,DAC,JED,03/09/25,Saudia,0,38,460,110057
01/30/25,DAC,JED,03/10/25,IndiGo,1,39,0,77841
01/30/25,DAC,JED,03/10/25,IndiGo,1,39,0,82747
01/30/25,DAC,JED,03/10/25,Saudia,0,39,460,110057
01/30/25,DAC,JED,03/11/25,Biman,0,40,0,106854
01/30/25,DAC,JED,03/11/25,Saudia,0,40,460,110057
01/30/25,DAC,JED,03/11/25,Saudia,0,40,460,110057
01/30/25,DAC,JED,03/11/25,Saudia,0,40,460,110057
01/30/25,DAC,JED,03/12/25,IndiGo,1,41,990,79816
01/30/25,DAC,JED,03/12/25,IndiGo,1,41,0,84156
01/30/25,DAC,JED,03/12/25,Saudia,0,41,460,110057
01/30/25,DAC,JED,03/13/25,IndiGo,1,42,1030,79475
01/30/25,DAC,JED,03/13/25,IndiGo,1,42,0,87116
01/30/25,DAC,JED,03/13/25,Saudia,0,42,460,110056
01/30/25,DAC,JED,03/14/25,Qatar Airways,1,43,1085,74889
01/30/25,DAC,JED,03/14/25,IndiGo,1,43,0,84219
01/30/25,DAC,JED,03/14/25,Emirates,1,43,640,98357
01/30/25,DAC,JED,03/15/25,IndiGo,1,44,0,84219
01/30/25,DAC,JED,03/15/25,Emirates,1,44,640,98358
01/30/25,DAC,JED,03/15/25,Biman,0,44,0,100855
01/30/25,DAC,JED,03/15/25,Saudia,0,44,460,114733
01/30/25,DAC,JED,03/16/25,IndiGo,1,45,0,92869
01/30/25,DAC,JED,03/16/25,Air Arabia,1,45,580,106817
01/30/25,DAC,JED,03/16/25,Emirates,1,45,665,110116
01/30/25,DAC,JED,03/16/25,Saudia,0,45,460,114733
01/30/25,DAC,JED,03/16/25,Saudia,0,45,460,114733
01/30/25,DAC,JED,03/17/25,IndiGo,1,46,0,97856
01/30/25,DAC,JED,03/17/25,Air Arabia,1,46,580,102348
01/30/25,DAC,JED,03/17/25,Biman,1,46,610,103854
01/30/25,DAC,JED,03/17/25,Saudia,0,46,460,114733
01/30/25,DAC,JED,03/17/25,Saudia,0,46,460,119292
01/30/25,DAC,JED,03/18/25,Gulf Air,1,47,1340,82949
01/30/25,DAC,JED,03/18/25,Biman,0,47,0,103854
01/30/25,DAC,JED,03/18/25,Saudia,0,47,460,114733
01/30/25,DAC,JED,03/19/25,Air Arabia,1,48,1245,82279
01/30/25,DAC,JED,03/19/25,IndiGo,1,48,0,97856
01/30/25,DAC,JED,03/19/25,Gulf Air,1,48,830,107648
01/30/25,DAC,JED,03/20/25,IndiGo,1,49,0,99829
01/30/25,DAC,JED,03/20/25,Gulf Air,1,49,830,100570
01/30/25,DAC,JED,03/20/25,Biman,1,49,605,103854
01/30/25,DAC,JED,03/20/25,Saudia,0,49,460,114733
01/30/25,DAC,JED,03/21/25,Air Arabia,1,50,675,80024
01/30/25,DAC,JED,03/21/25,Air Arabia,1,50,850,80024
01/30/25,DAC,JED,03/21/25,Air Arabia,1,50,580,88281
01/30/25,DAC,JED,03/21/25,Gulf Air,1,50,685,100570
01/30/25,DAC,JED,03/22/25,Air Arabia,1,51,580,88281
01/30/25,DAC,JED,03/22/25,Biman,0,51,0,103854
01/30/25,DAC,JED,03/22/25,Saudia,0,51,460,114733
01/30/25,DAC,JED,03/23/25,Air Arabia,1,52,675,88314
01/30/25,DAC,JED,03/23/25,Air Arabia,1,52,850,88314
01/30/25,DAC,JED,03/23/25,Air Arabia,1,52,580,88678
01/30/25,DAC,JED,03/24/25,Air Arabia,1,53,675,87950
01/30/25,DAC,JED,03/24/25,Air Arabia,1,53,850,87950
01/30/25,DAC,JED,03/24/25,Air Arabia,1,53,580,88314
01/30/25,DAC,JED,03/24/25,Gulf Air,1,53,830,100570
01/30/25,DAC,JED,03/24/25,Saudia,0,53,460,116633
01/30/25,DAC,JED,03/25/25,Air Arabia,1,54,675,87732
01/30/25,DAC,JED,03/25/25,Air Arabia,1,54,850,87732
01/30/25,DAC,JED,03/25/25,Air Arabia,1,54,580,90168
01/30/25,DAC,JED,03/25/25,IndiGo,1,54,0,95541
01/30/25,DAC,JED,03/26/25,Air Arabia,1,55,580,88314
01/30/25,DAC,JED,03/26/25,IndiGo,1,55,0,95541
01/30/25,DAC,JED,03/26/25,Saudia,0,55,460,104418
01/30/25,DAC,JED,03/27/25,Air Arabia,1,56,675,87553
01/30/25,DAC,JED,03/27/25,Air Arabia,1,56,580,87917
01/30/25,DAC,JED,03/27/25,Saudia,0,56,460,102139
01/30/25,DAC,JED,03/28/25,Air Arabia,1,57,675,91062
01/30/25,DAC,JED,03/28/25,Air Arabia,1,57,850,91062
01/30/25,DAC,JED,03/28/25,Air Arabia,1,57,580,91426
01/30/25,DAC,JED,03/28/25,Saudia,0,57,460,99859
01/30/25,DAC,JED,03/28/25,Saudia,0,57,460,99859
01/30/25,DAC,JED,03/29/25,Air Arabia,1,58,675,82654
01/30/25,DAC,JED,03/29/25,Air Arabia,1,58,830,82654
01/30/25,DAC,JED,03/29/25,Air Arabia,1,58,580,83018
01/30/25,DAC,JED,03/29/25,Saudia,0,58,460,104414
01/30/25,DAC,JED,03/29/25,Saudia,0,58,460,104414
01/30/25,DAC,JED,03/30/25,Air Arabia,1,59,595,82422
01/30/25,DAC,JED,03/30/25,Air Arabia,1,59,825,82422
01/30/25,DAC,JED,03/30/25,Saudia,0,59,460,99859
01/30/25,DAC,JED,03/30/25,Saudia,0,59,415,99859
01/30/25,DAC,JED,03/31/25,Air Arabia,1,60,595,80767
01/30/25,DAC,JED,03/31/25,Air Arabia,1,60,825,80767
01/30/25,DAC,JED,03/31/25,Saudia,0,60,415,99859
01/30/25,DAC,JED,03/31/25,Saudia,0,60,415,99859
01/30/25,DAC,JED,03/31/25,Gulf Air,1,60,525,100570
01/30/25,DAC,JED,04/01/25,Air Arabia,1,61,595,80767
01/30/25,DAC,JED,04/01/25,Air Arabia,1,61,825,80767
01/30/25,DAC,JED,04/01/25,Saudia,0,61,415,99859
01/30/25,DAC,JED,04/01/25,Saudia,0,61,415,99859
01/30/25,DAC,JED,04/01/25,Saudia,0,61,415,99859
01/30/25,DAC,JED,04/02/25,Air Arabia,1,62,765,80767
01/30/25,DAC,JED,04/02/25,Air Arabia,1,62,825,80767
01/30/25,DAC,JED,04/02/25,Saudia,0,62,415,102139
01/30/25,DAC,JED,04/02/25,Gulf Air,1,62,525,103569
01/30/25,DAC,JED,04/03/25,Air Arabia,1,63,765,73883
01/30/25,DAC,JED,04/03/25,Air Arabia,1,63,825,80767
01/30/25,DAC,JED,04/03/25,Saudia,0,63,415,99859
01/30/25,DAC,JED,04/04/25,Air Arabia,1,64,595,74247
01/30/25,DAC,JED,04/04/25,Air Arabia,1,64,825,74247
01/30/25,DAC,JED,04/04/25,Saudia,0,64,415,102139
01/30/25,DAC,JED,04/05/25,Air Arabia,1,65,1180,74247
01/30/25,DAC,JED,04/05/25,Saudia,0,65,415,102139
01/30/25,DAC,JED,04/05/25,Biman,0,65,415,103854
01/30/25,DAC,JED,04/06/25,Air Arabia,1,66,1180,74246
01/30/25,DAC,JED,04/06/25,IndiGo,1,66,665,96787
01/30/25,DAC,JED,04/06/25,Saudia,0,66,415,102139
01/30/25,DAC,JED,04/06/25,Saudia,0,66,415,102139
01/30/25,DAC,JED,04/07/25,Air Arabia,1,67,1180,73883
01/30/25,DAC,JED,04/07/25,IndiGo,1,67,665,93299
01/30/25,DAC,JED,04/07/25,Saudia,0,67,415,102139
01/30/25,DAC,JED,04/07/25,Gulf Air,1,67,525,103569
01/30/25,DAC,JED,04/08/25,Air Arabia,1,68,1180,73883
01/30/25,DAC,JED,04/08/25,Biman,0,68,415,101008
01/30/25,DAC,JED,04/08/25,Saudia,0,68,415,102139
01/30/25,DAC,JED,04/09/25,Air Arabia,1,69,1180,73883
01/30/25,DAC,JED,04/09/25,IndiGo,1,69,665,93299
01/30/25,DAC,JED,04/09/25,Gulf Air,1,69,525,103569
01/30/25,DAC,JED,04/09/25,Saudia,0,69,415,104418
01/30/25,DAC,JED,04/09/25,Saudia,0,69,415,104418
01/30/25,DAC,JED,04/10/25,Air Arabia,1,70,825,74246
01/30/25,DAC,JED,04/10/25,IndiGo,1,70,665,93299
01/30/25,DAC,JED,04/10/25,Saudia,0,70,415,102139
01/30/25,DAC,JED,04/11/25,Air Arabia,1,71,1180,74247
01/30/25,DAC,JED,04/11/25,IndiGo,1,71,665,89635
01/30/25,DAC,JED,04/11/25,Saudia,0,71,415,102139
01/30/25,DAC,JED,04/12/25,Air Arabia,1,72,1180,74247
01/30/25,DAC,JED,04/12/25,IndiGo,1,72,665,87251
01/30/25,DAC,JED,04/12/25,Biman,0,72,415,97855
01/30/25,DAC,JED,04/12/25,Saudia,0,72,415,102139
01/30/25,DAC,JED,04/13/25,Air Arabia,1,73,1180,74247
01/30/25,DAC,JED,04/13/25,IndiGo,1,73,665,87251
01/30/25,DAC,JED,04/13/25,Saudia,0,73,415,102139
01/30/25,DAC,JED,04/14/25,Air Arabia,1,74,1180,73883
01/30/25,DAC,JED,04/14/25,IndiGo,1,74,665,93299
01/30/25,DAC,JED,04/14/25,Biman,1,74,525,97420
01/30/25,DAC,JED,04/14/25,Saudia,0,74,415,102139
01/30/25,DAC,JED,04/15/25,Air Arabia,1,75,1180,73882
01/30/25,DAC,JED,04/15/25,Biman,0,75,415,95009
01/30/25,DAC,JED,04/15/25,Saudia,0,75,415,102139
01/30/25,DAC,JED,04/16/25,Air Arabia,1,76,1180,73883
01/30/25,DAC,JED,04/16/25,Emirates,1,76,580,96286
01/30/25,DAC,JED,04/16/25,Saudia,0,76,415,102139
01/30/25,DAC,JED,04/17/25,Air Arabia,1,77,765,79080
01/30/25,DAC,JED,04/17/25,Saudia,0,77,415,102139
01/30/25,DAC,JED,04/17/25,Saudia,0,77,415,102139
01/30/25,DAC,JED,04/17/25,Saudia,0,77,415,102139
01/30/25,DAC,JED,04/18/25,Air Arabia,1,78,765,87916
01/30/25,DAC,JED,04/18/25,Emirates,1,78,580,99166
01/30/25,DAC,JED,04/18/25,Saudia,0,78,415,102139
01/30/25,DAC,JED,04/19/25,Air Arabia,1,79,1180,74247
01/30/25,DAC,JED,04/19/25,Emirates,1,79,635,96286
01/30/25,DAC,JED,04/19/25,Biman,0,79,415,97855
01/30/25,DAC,JED,04/19/25,Saudia,0,79,415,102139
01/30/25,DAC,JED,04/20/25,Air Arabia,1,80,765,74246
01/30/25,DAC,JED,04/20/25,Air Arabia,1,80,1180,74246
01/30/25,DAC,JED,04/20/25,IndiGo,1,80,665,91846
01/30/25,DAC,JED,04/20/25,Emirates,1,80,580,99166
01/30/25,DAC,JED,04/20/25,Saudia,0,80,415,102139
01/30/25,DAC,JED,04/21/25,Air Arabia,1,81,765,80767
01/30/25,DAC,JED,04/21/25,Saudia,0,81,415,102139
01/30/25,DAC,JED,04/22/25,Air Arabia,1,82,765,73883
01/30/25,DAC,JED,04/22/25,Biman,0,82,415,95009
01/30/25,DAC,JED,04/22/25,Saudia,0,82,415,102139
01/30/25,DAC,JED,04/23/25,Air Arabia,1,83,765,73883
01/30/25,DAC,JED,04/23/25,Air Arabia,1,83,1180,73883
01/30/25,DAC,JED,04/23/25,Emirates,1,83,580,96286
01/30/25,DAC,JED,04/23/25,Saudia,0,83,415,109934
01/30/25,DAC,JED,04/24/25,Air Arabia,1,84,825,74247
01/30/25,DAC,JED,04/24/25,Saudia,0,84,415,102139
01/30/25,DAC,JED,04/24/25,Saudia,0,84,415,102139
01/30/25,DAC,JED,04/24/25,Saudia,0,84,415,102139
01/30/25,DAC,JED,04/25/25,Air Arabia,1,85,765,80767
01/30/25,DAC,JED,04/25/25,Saudia,0,85,415,103407
01/30/25,DAC,JED,04/26/25,Air Arabia,1,86,765,74246
01/30/25,DAC,JED,04/26/25,Air Arabia,1,86,825,74246
01/30/25,DAC,JED,04/26/25,Biman,0,86,415,95009
01/30/25,DAC,JED,04/26/25,Saudia,0,86,415,102139
01/30/25,DAC,JED,04/27/25,Air Arabia,1,87,765,74247
01/30/25,DAC,JED,04/27/25,Air Arabia,1,87,825,74247
01/30/25,DAC,JED,04/27/25,Saudia,0,87,415,104304
01/30/25,DAC,JED,04/28/25,Air Arabia,1,88,765,85301
01/30/25,DAC,JED,04/28/25,Emirates,1,88,580,99166
01/30/25,DAC,JED,04/29/25,Air Arabia,1,89,765,73883
01/30/25,DAC,JED,04/29/25,Air Arabia,1,89,1180,73883
01/30/25,DAC,JED,04/29/25,Emirates,1,89,580,96286
01/30/25,DAC,JED,04/30/25,Air Arabia,1,90,1180,73882
01/30/25,DAC,JED,04/30/25,Emirates,1,90,580,96286
01/30/25,DAC,JED,04/30/25,Qatar Airways,1,90,625,99785
01/30/25,DAC,SIN,02/01/25,Biman,0,2,255,48203
01/30/25,DAC,SIN,02/01/25,IndiGo,1,2,785,68699
01/30/25,DAC,SIN,02/01/25,Batik Air,1,2,370,98892
01/30/25,DAC,SIN,02/01/25,THAI,1,2,1175,111315
01/30/25,DAC,SIN,02/02/25,Biman,0,3,255,50603
01/30/25,DAC,SIN,02/02/25,China Eastern,1,3,1120,65231
01/30/25,DAC,SIN,02/02/25,IndiGo,1,3,785,68699
01/30/25,DAC,SIN,02/03/25,Biman,0,4,255,51747
01/30/25,DAC,SIN,02/03/25,IndiGo,1,4,785,54794
01/30/25,DAC,SIN,02/03/25,THAI,1,4,1175,64643
01/30/25,DAC,SIN,02/03/25,AirAsia,1,4,385,71873
01/30/25,DAC,SIN,02/04/25,IndiGo,1,5,785,49087
01/30/25,DAC,SIN,02/04/25,THAI,1,5,435,61933
01/30/25,DAC,SIN,02/04/25,THAI,1,5,400,61933
01/30/25,DAC,SIN,02/04/25,Biman,0,5,255,66976
01/30/25,DAC,SIN,02/05/25,Batik Air,1,6,880,49256
01/30/25,DAC,SIN,02/05/25,IndiGo,1,6,785,53682
01/30/25,DAC,SIN,02/05/25,THAI,1,6,435,61933
01/30/25,DAC,SIN,02/05/25,THAI,1,6,400,61933
01/30/25,DAC,SIN,02/05/25,Biman,0,6,255,74415
01/30/25,DAC,SIN,02/06/25,IndiGo,1,7,785,46947
01/30/25,DAC,SIN,02/06/25,THAI,1,7,400,61933
01/30/25,DAC,SIN,02/06/25,IndiGo,1,7,585,62814
01/30/25,DAC,SIN,02/07/25,IndiGo,1,8,785,43635
01/30/25,DAC,SIN,02/07/25,IndiGo,1,8,585,48431
01/30/25,DAC,SIN,02/07/25,THAI,1,8,400,61933
01/30/25,DAC,SIN,02/07/25,Biman,0,8,255,72615
01/30/25,DAC,SIN,02/08/25,Batik Air,1,9,0,45148
01/30/25,DAC,SIN,02/08/25,IndiGo,1,9,585,46207
01/30/25,DAC,SIN,02/08/25,THAI,1,9,400,61933
01/30/25,DAC,SIN,02/09/25,IndiGo,1,10,785,45661
01/30/25,DAC,SIN,02/09/25,Biman,0,10,255,61217
01/30/25,DAC,SIN,02/09/25,THAI,1,10,400,61933
01/30/25,DAC,SIN,02/10/25,IndiGo,1,11,585,51619
01/30/25,DAC,SIN,02/10/25,THAI,1,11,650,55574
01/30/25,DAC,SIN,02/10/25,Biman,0,11,255,65176
01/30/25,DAC,SIN,02/11/25,IndiGo,1,12,785,45775
01/30/25,DAC,SIN,02/11/25,THAI,1,12,400,55574
01/30/25,DAC,SIN,02/11/25,Biman,0,12,255,63616
01/30/25,DAC,SIN,02/12/25,IndiGo,1,13,585,44645
01/30/25,DAC,SIN,02/12/25,THAI,1,13,400,55574
01/30/25,DAC,SIN,02/12/25,Biman,0,13,255,66976
01/30/25,DAC,SIN,02/13/25,IndiGo,1,14,585,47597
01/30/25,DAC,SIN,02/13/25,THAI,1,14,400,55574
01/30/25,DAC,SIN,02/13/25,Biman,0,14,255,65176
01/30/25,DAC,SIN,02/14/25,IndiGo,1,15,585,45940
01/30/25,DAC,SIN,02/14/25,THAI,1,15,400,55574
01/30/25,DAC,SIN,02/14/25,Biman,0,15,255,61817
01/30/25,DAC,SIN,02/15/25,IndiGo,1,16,785,36764
01/30/25,DAC,SIN,02/15/25,IndiGo,1,16,585,43950
01/30/25,DAC,SIN,02/15/25,THAI,1,16,650,55574
01/30/25,DAC,SIN,02/15/25,Biman,0,16,255,65176
01/30/25,DAC,SIN,02/16/25,IndiGo,1,17,785,42791
01/30/25,DAC,SIN,02/16/25,IndiGo,1,17,585,50916
01/30/25,DAC,SIN,02/16/25,THAI,1,17,400,61933
01/30/25,DAC,SIN,02/17/25,IndiGo,1,18,785,38588
01/30/25,DAC,SIN,02/17/25,IndiGo,1,18,585,44901
01/30/25,DAC,SIN,02/17/25,THAI,1,18,400,55574
01/30/25,DAC,SIN,02/17/25,Biman,0,18,255,65176
01/30/25,DAC,SIN,02/18/25,IndiGo,1,19,1075,41114
01/30/25,DAC,SIN,02/18/25,IndiGo,1,19,785,41491
01/30/25,DAC,SIN,02/18/25,IndiGo,1,19,585,46875
01/30/25,DAC,SIN,02/18/25,THAI,1,19,400,55574
01/30/25,DAC,SIN,02/18/25,Biman,0,19,255,57617
01/30/25,DAC,SIN,02/19/25,IndiGo,1,20,1075,37362
01/30/25,DAC,SIN,02/19/25,IndiGo,1,20,785,39261
01/30/25,DAC,SIN,02/19/25,IndiGo,1,20,585,40197
01/30/25,DAC,SIN,02/19/25,THAI,1,20,400,55574
01/30/25,DAC,SIN,02/19/25,Biman,0,20,255,61817
01/30/25,DAC,SIN,02/20/25,IndiGo,1,21,1075,38057
01/30/25,DAC,SIN,02/20/25,IndiGo,1,21,785,39261
01/30/25,DAC,SIN,02/20/25,IndiGo,1,21,585,40892
01/30/25,DAC,SIN,02/20/25,Biman,0,21,255,59417
01/30/25,DAC,SIN,02/20/25,THAI,1,21,435,61933
01/30/25,DAC,SIN,02/21/25,IndiGo,1,22,1075,40614
01/30/25,DAC,SIN,02/21/25,IndiGo,1,22,585,42816
01/30/25,DAC,SIN,02/21/25,THAI,1,22,650,55574
01/30/25,DAC,SIN,02/21/25,Biman,0,22,255,65176
01/30/25,DAC,SIN,02/22/25,IndiGo,1,23,1075,38439
01/30/25,DAC,SIN,02/22/25,IndiGo,1,23,785,38588
01/30/25,DAC,SIN,02/22/25,IndiGo,1,23,585,39502
01/30/25,DAC,SIN,02/22/25,THAI,1,23,400,55574
01/30/25,DAC,SIN,02/22/25,Biman,0,23,255,61817
01/30/25,DAC,SIN,02/23/25,IndiGo,1,24,785,36000
01/30/25,DAC,SIN,02/23/25,IndiGo,1,24,585,44645
01/30/25,DAC,SIN,02/23/25,THAI,1,24,400,61933
01/30/25,DAC,SIN,02/23/25,Biman,0,24,255,63616
01/30/25,DAC,SIN,02/24/25,IndiGo,1,25,1075,37779
01/30/25,DAC,SIN,02/24/25,IndiGo,1,25,785,39700
01/30/25,DAC,SIN,02/24/25,IndiGo,1,25,585,40614
01/30/25,DAC,SIN,02/24/25,THAI,1,25,400,55574
01/30/25,DAC,SIN,02/24/25,Biman,0,25,255,59417
01/30/25,DAC,SIN,02/25/25,IndiGo,1,26,785,38571
01/30/25,DAC,SIN,02/25/25,IndiGo,1,26,585,39551
01/30/25,DAC,SIN,02/25/25,Biman,0,26,255,59417
01/30/25,DAC,SIN,02/26/25,IndiGo,1,27,785,35305
01/30/25,DAC,SIN,02/26/25,IndiGo,1,27,585,38189
01/30/25,DAC,SIN,02/26/25,Biman,0,27,255,57617
01/30/25,DAC,SIN,02/27/25,IndiGo,1,28,785,35305
01/30/25,DAC,SIN,02/27/25,IndiGo,1,28,585,38189
01/30/25,DAC,SIN,02/27/25,THAI,1,28,400,55574
01/30/25,DAC,SIN,02/27/25,Biman,0,28,255,61817
01/30/25,DAC,SIN,02/28/25,IndiGo,1,29,1075,36667
01/30/25,DAC,SIN,02/28/25,IndiGo,1,29,585,39502
01/30/25,DAC,SIN,02/28/25,IndiGo,1,29,785,41031
01/30/25,DAC,SIN,02/28/25,THAI,1,29,400,55574
01/30/25,DAC,SIN,02/28/25,Biman,0,29,255,61817
01/30/25,DAC,SIN,03/01/25,IndiGo,1,30,1075,37494
01/30/25,DAC,SIN,03/01/25,IndiGo,1,30,785,37737
01/30/25,DAC,SIN,03/01/25,IndiGo,1,30,585,39502
01/30/25,DAC,SIN,03/01/25,THAI,1,30,400,56231
01/30/25,DAC,SIN,03/01/25,Biman,0,30,255,59417
01/30/25,DAC,SIN,03/02/25,IndiGo,1,31,1075,36667
01/30/25,DAC,SIN,03/02/25,IndiGo,1,31,785,37737
01/30/25,DAC,SIN,03/02/25,IndiGo,1,31,585,41185
01/30/25,DAC,SIN,03/03/25,IndiGo,1,32,1075,36667
01/30/25,DAC,SIN,03/03/25,IndiGo,1,32,785,37331
01/30/25,DAC,SIN,03/03/25,IndiGo,1,32,585,39502
01/30/25,DAC,SIN,03/03/25,THAI,1,32,400,55574
01/30/25,DAC,SIN,03/03/25,Biman,0,32,255,59417
